country_name_ltn,level,nuts_id,nameSHORT,chart,value2plot
Netherlands,regional,NL2,East Netherlands,4,0.8590250329380764
Netherlands,regional,NL3,West Netherlands,4,0.8441558441558441
Netherlands,regional,NL4,South Netherlands,4,0.8239895697522817
Portugal,regional,PT1,Continental Portugal,4,0.6862003780718336
Portugal,regional,PT2,Azores,4,0.6738703339882122
Portugal,regional,PT3,Madeira,4,0.7590822179732314
Slovakia,regional,SK01,Bratislava,4,0.6335877862595419
Slovakia,regional,SK02,West Slovakia,4,0.619281045751634
Slovakia,regional,SK03,Central Slovakia,4,0.6303630363036303
Slovakia,regional,SK04,East Slovakia,4,0.671280276816609
Slovenia,regional,SI03,East Slovenia,4,0.5702970297029702
Slovenia,regional,SI04,West Slovenia,4,0.5914396887159533
Spain,regional,ES1,North-West,4,0.7724550898203593
Spain,regional,ES2,North-East,4,0.7105788423153693
Spain,regional,ES3,Madrid,4,0.748
Spain,regional,ES4,Centre,4,0.7871485943775101
Spain,regional,ES5,East,4,0.6608863198458574
Spain,regional,ES6,South,4,0.7687747035573123
Spain,regional,ES7,Canary Islands,4,0.7231075697211156
Sweden,regional,SE1,Eastern Sweden,4,0.8186813186813187
Sweden,regional,SE2,Southern Sweden,4,0.806
Sweden,regional,SE3,Northern Sweden,4,0.8086785009861933
Austria,regional,AT1,East Austria,5,0.08951406649616368
Austria,regional,AT2,South Austria,5,0.06613756613756613
Austria,regional,AT3,West Austria,5,0.08604954367666232
Belgium,regional,BE1,Brussels Region,5,0.1746031746031746
Belgium,regional,BE2,Flemish Region,5,0.15019762845849802
Belgium,regional,BE3,Waloon Region,5,0.16237623762376238
Bulgaria,regional,BG3,North and South-East,5,0.6131191432396251
Bulgaria,regional,BG4,South -West/-Central,5,0.614765100671141
Croatia,regional,HR02,Pannonian Croatia,5,0.538
Croatia,regional,HR03,Adriatic Croatia,5,0.4721115537848606
Croatia,regional,HR05,Zagreb,5,0.442
Croatia,regional,HR06,Northern Croatia,5,0.5531062124248497
Cyprus,regional,CY0,Cyprus,5,0.27236580516898606
Czechia,regional,CZ01,Prague,5,0.1828793774319066
Czechia,regional,CZ02,Central Bohemia,5,0.22868217054263565
Czechia,regional,CZ03,South-West,5,0.20481927710843373
Czechia,regional,CZ04,North-West,5,0.21686746987951808
Czechia,regional,CZ05,North-East,5,0.19291338582677164
Czechia,regional,CZ06,South-East,5,0.24302788844621515
Czechia,regional,CZ07,Central Moravia,5,0.27755102040816326
Czechia,regional,CZ08,Moravian Silesia,5,0.20883534136546184
Denmark,regional,DK01,Capital (region),5,0.09900990099009901
Denmark,regional,DK02,Zealand,5,0.08582834331337326
Denmark,regional,DK03,South Denmark,5,0.07738095238095238
Denmark,regional,DK04,Central Jutland,5,0.06336633663366337
Denmark,regional,DK05,North Jutland,5,0.05168986083499006
Estonia,regional,EE0,Estonia,5,0.10268714011516315
Finland,regional,FI19,West Finland,5,0.06506849315068493
Finland,regional,FI1B,Helsinki-Uusimaa,5,0.0872093023255814
Finland,regional,FI1C,South Finland,5,0.07742998352553541
Finland,regional,FI1D,North and East Finland,5,0.08447937131630648
France,regional,FR1,Île-de-France,5,0.206
France,regional,FRB,Centre-Val de Loire,5,0.15060240963855423
France,regional,FRC,Burgundy-Franche-Comté,5,0.17303822937625754
France,regional,FRD,Normandy,5,0.1743486973947896
France,regional,FRE,Hauts-de-France,5,0.18712273641851107
France,regional,FRF,Grand Est,5,0.18875502008032127
France,regional,FRG,Loire Region,5,0.14343434343434344
France,regional,FRH,Brittany ,5,0.11895161290322581
France,regional,FRI,New Aquitaine,5,0.17943548387096775
France,regional,FRJ,Occitania,5,0.19879518072289157
France,regional,FRK,Auvergne-Rhône-Alpes,5,0.162
France,regional,FRL,PACA,5,0.1750503018108652
France,regional,FRM,Corsica ,5,0.18617021276595744
Germany,regional,DE1,Baden-Württemberg,5,0.09689922480620156
Germany,regional,DE2,Bavaria,5,0.0671785028790787
Germany,regional,DE3,Berlin,5,0.11089494163424124
Germany,regional,DE4,Brandenburg,5,0.07279693486590039
Germany,regional,DE5,Bremen,5,0.08333333333333333
Germany,regional,DE6,Hamburg,5,0.10039370078740158
Germany,regional,DE7,Hessen,5,0.0970873786407767
Germany,regional,DE8,Mecklenburg-Vorpommern,5,0.09375
Germany,regional,DE9,Lower Saxony,5,0.07751937984496124
Germany,regional,DEA,North Rhine-Westphalia,5,0.1
Germany,regional,DEB,Rhineland-Palatinate,5,0.08317214700193423
Germany,regional,DEC,Saarland,5,0.08695652173913043
Germany,regional,DED,Saxony,5,0.08445297504798464
Germany,regional,DEE,Saxony-Anhalt,5,0.08627450980392157
Germany,regional,DEF,Schleswig-Holstein,5,0.07930367504835589
Germany,regional,DEG,Thuringia,5,0.11154598825831702
Greece,regional,EL3,Attica,5,0.3359840954274354
Greece,regional,EL4,"Aegean Islands, Crete",5,0.254
Greece,regional,EL5,North Greece,5,0.19760479041916168
Greece,regional,EL6,Central Greece,5,0.30876494023904383
Hungary,regional,HU1,Central Hungary,5,0.2796780684104628
Hungary,regional,HU2,Transdanubia ,5,0.289738430583501
Hungary,regional,HU3,Great Plain and North,5,0.29301075268817206
Ireland,regional,IE04,Northern and Western,5,0.15479876160990713
Ireland,regional,IE05,Southern,5,0.09868421052631579
Ireland,regional,IE06,Eastern and Midland,5,0.17485265225933203
Italy,regional,ITC,North-West,5,0.270481144343303
